,TractCode,NAME_2015,Workers - Commute Method_2015,Work From Home_2015,Proportion Work From Home_2015,Workers - Commute Length_2015,Median Commute Length_2015,NAME_2017,Workers - Commute Method_2017,Work From Home_2017,Proportion Work From Home_2017,Workers - Commute Length_2017,Median Commute Length_2017,NAME_2019,Workers - Commute Method_2019,Work From Home_2019,Proportion Work From Home_2019,Workers - Commute Length_2019,Median Commute Length_2019
160,47065011411,"Census Tract 114.11, Hamilton County, Tennessee",2049,58,2.83,1991,23.75,"Census Tract 114.11, Hamilton County, Tennessee",2042,39,1.91,2003,24.86,"Census Tract 114.11, Hamilton County, Tennessee",2057,72,3.5,1985,26.49
161,47017962300,"Census Tract 9623, Carroll County, Tennessee",1939,28,1.44,1911,34.85,"Census Tract 9623, Carroll County, Tennessee",1748,60,3.43,1688,31.59,"Census Tract 9623, Carroll County, Tennessee",1802,64,3.55,1738,37.74
162,47017962400,"Census Tract 9624, Carroll County, Tennessee",905,56,6.19,849,38.81,"Census Tract 9624, Carroll County, Tennessee",1064,48,4.51,1016,37.72,"Census Tract 9624, Carroll County, Tennessee",1082,57,5.27,1025,40.52
163,47017962500,"Census Tract 9625, Carroll County, Tennessee",857,9,1.05,848,30.44,"Census Tract 9625, Carroll County, Tennessee",738,9,1.22,729,33.46,"Census Tract 9625, Carroll County, Tennessee",851,15,1.76,836,33.56
164,47017962000,"Census Tract 9620, Carroll County, Tennessee",1587,70,4.41,1517,33.04,"Census Tract 9620, Carroll County, Tennessee",1506,32,2.12,1474,29.08,"Census Tract 9620, Carroll County, Tennessee",1521,100,6.57,1421,28.14
165,47017962100,"Census Tract 9621, Carroll County, Tennessee",2220,17,0.77,2203,26.15,"Census Tract 9621, Carroll County, Tennessee",2308,27,1.17,2281,24.38,"Census Tract 9621, Carroll County, Tennessee",2378,29,1.22,2349,29.77
166,47021070203,"Census Tract 702.03, Cheatham County, Tennessee",1578,0,0.0,1578,42.23,"Census Tract 702.03, Cheatham County, Tennessee",1734,26,1.5,1708,42.96,"Census Tract 702.03, Cheatham County, Tennessee",1594,43,2.7,1551,45.03
167,47021070103,"Census Tract 701.03, Cheatham County, Tennessee",1746,27,1.55,1719,32.85,"Census Tract 701.03, Cheatham County, Tennessee",1563,66,4.22,1497,31.76,"Census Tract 701.03, Cheatham County, Tennessee",1935,75,3.88,1860,40.37
168,47065010411,"Census Tract 104.11, Hamilton County, Tennessee",3512,172,4.9,3340,28.45,"Census Tract 104.11, Hamilton County, Tennessee",3206,247,7.7,2959,28.85,"Census Tract 104.11, Hamilton County, Tennessee",3774,132,3.5,3642,28.72
169,47065001800,"Census Tract 18, Hamilton County, Tennessee",1547,39,2.52,1508,21.32,"Census Tract 18, Hamilton County, Tennessee",1342,60,4.47,1282,22.72,"Census Tract 18, Hamilton County, Tennessee",1378,78,5.66,1300,22.82
170,47065002300,"Census Tract 23, Hamilton County, Tennessee",493,0,0.0,493,20.02,"Census Tract 23, Hamilton County, Tennessee",471,24,5.1,447,20.94,"Census Tract 23, Hamilton County, Tennessee",580,19,3.28,561,21.29
171,47065001900,"Census Tract 19, Hamilton County, Tennessee",1142,0,0.0,1142,23.73,"Census Tract 19, Hamilton County, Tennessee",1142,0,0.0,1142,23.32,"Census Tract 19, Hamilton County, Tennessee",1360,37,2.72,1323,24.23
172,47065010700,"Census Tract 107, Hamilton County, Tennessee",1431,53,3.7,1378,21.13,"Census Tract 107, Hamilton County, Tennessee",1414,71,5.02,1343,22.48,"Census Tract 107, Hamilton County, Tennessee",1488,99,6.65,1389,21.52
173,47065001600,"Census Tract 16, Hamilton County, Tennessee",407,0,0.0,407,29.18,"Census Tract 16, Hamilton County, Tennessee",559,0,0.0,559,31.96,"Census Tract 16, Hamilton County, Tennessee",624,0,0.0,624,33.72
174,47065010432,"Census Tract 104.32, Hamilton County, Tennessee",2769,62,2.24,2707,25.95,"Census Tract 104.32, Hamilton County, Tennessee",3194,127,3.98,3067,26.39,"Census Tract 104.32, Hamilton County, Tennessee",3202,151,4.72,3051,26.59
175,47065000700,"Census Tract 7, Hamilton County, Tennessee",2303,103,4.47,2200,20.97,"Census Tract 7, Hamilton County, Tennessee",2480,139,5.6,2341,19.31,"Census Tract 7, Hamilton County, Tennessee",2815,142,5.04,2673,20.34
176,47065002600,"Census Tract 26, Hamilton County, Tennessee",908,55,6.06,853,20.95,"Census Tract 26, Hamilton County, Tennessee",825,36,4.36,789,25.37,"Census Tract 26, Hamilton County, Tennessee",849,55,6.48,794,19.02
177,47163042400,"Census Tract 424, Sullivan County, Tennessee",1245,47,3.78,1198,26.47,"Census Tract 424, Sullivan County, Tennessee",1392,32,2.3,1360,25.23,"Census Tract 424, Sullivan County, Tennessee",1549,5,0.32,1544,24.01
178,47037011300,"Census Tract 113, Davidson County, Tennessee",2367,33,1.39,2334,27.22,"Census Tract 113, Davidson County, Tennessee",2659,96,3.61,2563,27.02,"Census Tract 113, Davidson County, Tennessee",2832,134,4.73,2698,27.93
179,47037017901,"Census Tract 179.01, Davidson County, Tennessee",2402,280,11.66,2122,19.51,"Census Tract 179.01, Davidson County, Tennessee",2063,342,16.58,1721,21.76,"Census Tract 179.01, Davidson County, Tennessee",2176,364,16.73,1812,23.46
180,47105060600,"Census Tract 606, Loudon County, Tennessee",1751,47,2.68,1704,25.87,"Census Tract 606, Loudon County, Tennessee",1977,84,4.25,1893,25.2,"Census Tract 606, Loudon County, Tennessee",2221,63,2.84,2158,23.91
181,47105060100,"Census Tract 601, Loudon County, Tennessee",2256,43,1.91,2213,26.47,"Census Tract 601, Loudon County, Tennessee",2281,35,1.53,2246,27.34,"Census Tract 601, Loudon County, Tennessee",2525,0,0.0,2525,26.93
182,47105060400,"Census Tract 604, Loudon County, Tennessee",2056,112,5.45,1944,34.05,"Census Tract 604, Loudon County, Tennessee",2160,209,9.68,1951,31.76,"Census Tract 604, Loudon County, Tennessee",2186,246,11.25,1940,33.07
183,47105060700,"Census Tract 607, Loudon County, Tennessee",1263,38,3.01,1225,28.17,"Census Tract 607, Loudon County, Tennessee",1067,25,2.34,1042,27.84,"Census Tract 607, Loudon County, Tennessee",1141,124,10.87,1017,30.45
184,47037015620,"Census Tract 156.20, Davidson County, Tennessee",3840,43,1.12,3797,36.17,"Census Tract 156.20, Davidson County, Tennessee",3965,16,0.4,3949,38.82,"Census Tract 156.20, Davidson County, Tennessee",3532,134,3.79,3398,36.67
185,47005963300,"Census Tract 9633, Benton County, Tennessee",1225,0,0.0,1225,23.43,"Census Tract 9633, Benton County, Tennessee",1268,0,0.0,1268,22.18,"Census Tract 9633, Benton County, Tennessee",1273,0,0.0,1273,19.68
186,47005963100,"Census Tract 9631, Benton County, Tennessee",1096,7,0.64,1089,29.97,"Census Tract 9631, Benton County, Tennessee",1042,9,0.86,1033,31.13,"Census Tract 9631, Benton County, Tennessee",1018,0,0.0,1018,31.44
187,47005963400,"Census Tract 9634, Benton County, Tennessee",1497,55,3.67,1442,26.09,"Census Tract 9634, Benton County, Tennessee",1373,9,0.66,1364,21.87,"Census Tract 9634, Benton County, Tennessee",1460,12,0.82,1448,22.76
188,47005963200,"Census Tract 9632, Benton County, Tennessee",821,15,1.83,806,38.12,"Census Tract 9632, Benton County, Tennessee",722,5,0.69,717,41.61,"Census Tract 9632, Benton County, Tennessee",712,10,1.4,702,40.2
189,47005963000,"Census Tract 9630, Benton County, Tennessee",1028,52,5.06,976,35.11,"Census Tract 9630, Benton County, Tennessee",1123,39,3.47,1084,37.32,"Census Tract 9630, Benton County, Tennessee",1201,34,2.83,1167,37.09
190,47015960100,"Census Tract 9601, Cannon County, Tennessee",1630,55,3.37,1575,39.68,"Census Tract 9601, Cannon County, Tennessee",1498,84,5.61,1414,41.77,"Census Tract 9601, Cannon County, Tennessee",1604,58,3.62,1546,41.93
191,47015960200,"Census Tract 9602, Cannon County, Tennessee",2484,38,1.53,2446,36.0,"Census Tract 9602, Cannon County, Tennessee",2632,74,2.81,2558,36.2,"Census Tract 9602, Cannon County, Tennessee",2826,66,2.34,2760,37.62
192,47015960300,"Census Tract 9603, Cannon County, Tennessee",1501,100,6.66,1401,44.83,"Census Tract 9603, Cannon County, Tennessee",1859,164,8.82,1695,44.02,"Census Tract 9603, Cannon County, Tennessee",1950,167,8.56,1783,40.5
193,47021070300,"Census Tract 703, Cheatham County, Tennessee",1405,4,0.28,1401,38.59,"Census Tract 703, Cheatham County, Tennessee",1353,0,0.0,1353,41.2,"Census Tract 703, Cheatham County, Tennessee",1553,0,0.0,1553,39.32
194,47021070102,"Census Tract 701.02, Cheatham County, Tennessee",1727,77,4.46,1650,41.64,"Census Tract 701.02, Cheatham County, Tennessee",1862,71,3.81,1791,40.73,"Census Tract 701.02, Cheatham County, Tennessee",1808,12,0.66,1796,43.4
