,LATITUDE,LONGITUDE,TractCode,geometry,GEOID10,NAME10,UATYP10,ALAND10
323,36.071584,-86.71632,47037019004,POINT (-86.71632 36.071584),61273,"Nashville-Davidson, TN",U,1460063732.0
324,36.084516,-86.71325300000001,47037019005,POINT (-86.71325300000001 36.084516),61273,"Nashville-Davidson, TN",U,1460063732.0
325,36.090472999999996,-86.715707,47037019006,POINT (-86.71570699999999 36.090473),61273,"Nashville-Davidson, TN",U,1460063732.0
326,36.050477,-86.72276600000001,47037019105,POINT (-86.72276600000001 36.050477),61273,"Nashville-Davidson, TN",U,1460063732.0
327,36.046456,-86.736884,47037019106,POINT (-86.736884 36.046456),61273,"Nashville-Davidson, TN",U,1460063732.0
328,36.06766,-86.692646,47037019108,POINT (-86.692646 36.06766),61273,"Nashville-Davidson, TN",U,1460063732.0
329,36.059351,-86.68960899999999,47037019109,POINT (-86.68960899999999 36.059351),61273,"Nashville-Davidson, TN",U,1460063732.0
330,36.051109999999994,-86.70307,47037019110,POINT (-86.70307 36.05110999999999),61273,"Nashville-Davidson, TN",U,1460063732.0
331,36.049217999999996,-86.680881,47037019111,POINT (-86.680881 36.049218),61273,"Nashville-Davidson, TN",U,1460063732.0
332,36.036592999999996,-86.695728,47037019112,POINT (-86.695728 36.036593),61273,"Nashville-Davidson, TN",U,1460063732.0
333,36.013373,-86.68836,47037019114,POINT (-86.68836 36.013373),61273,"Nashville-Davidson, TN",U,1460063732.0
334,36.016913,-86.7248,47037019115,POINT (-86.7248 36.016913),61273,"Nashville-Davidson, TN",U,1460063732.0
335,36.033481,-86.724154,47037019116,POINT (-86.724154 36.033481),61273,"Nashville-Davidson, TN",U,1460063732.0
336,36.012766,-86.643495,47037019117,POINT (-86.643495 36.012766),61273,"Nashville-Davidson, TN",U,1460063732.0
337,36.040283,-86.667321,47037019118,POINT (-86.667321 36.040283),61273,"Nashville-Davidson, TN",U,1460063732.0
338,36.170462,-86.751625,47037019200,POINT (-86.751625 36.170462),61273,"Nashville-Davidson, TN",U,1460063732.0
339,36.16758,-86.760166,47037019300,POINT (-86.760166 36.16758),61273,"Nashville-Davidson, TN",U,1460063732.0
340,36.177432,-86.793327,47037019400,POINT (-86.79332700000001 36.177432),61273,"Nashville-Davidson, TN",U,1460063732.0
341,36.159226000000004,-86.781235,47037019500,POINT (-86.781235 36.159226),61273,"Nashville-Davidson, TN",U,1460063732.0
342,36.153871,-86.71023100000001,47037019600,POINT (-86.71023100000001 36.153871),61273,"Nashville-Davidson, TN",U,1460063732.0
343,36.128137,-86.68100600000001,47037980100,POINT (-86.68100600000001 36.128137),61273,"Nashville-Davidson, TN",U,1460063732.0
344,36.099531,-86.75861,47037980200,POINT (-86.75861 36.099531),61273,"Nashville-Davidson, TN",U,1460063732.0
961,36.470349,-86.673551,47147080103,POINT (-86.673551 36.470349),61273,"Nashville-Davidson, TN",U,1460063732.0
970,36.423840999999996,-86.815268,47147080604,POINT (-86.815268 36.423841),61273,"Nashville-Davidson, TN",U,1460063732.0
974,36.031524,-86.537992,47149040101,POINT (-86.537992 36.031524),61273,"Nashville-Davidson, TN",U,1460063732.0
975,36.049178999999995,-86.54551500000001,47149040102,POINT (-86.54551500000001 36.049179),61273,"Nashville-Davidson, TN",U,1460063732.0
976,36.035615,-86.553146,47149040103,POINT (-86.553146 36.035615),61273,"Nashville-Davidson, TN",U,1460063732.0
977,36.021084,-86.559637,47149040104,POINT (-86.559637 36.021084),61273,"Nashville-Davidson, TN",U,1460063732.0
978,36.004785,-86.555454,47149040105,POINT (-86.555454 36.004785),61273,"Nashville-Davidson, TN",U,1460063732.0
979,35.998342,-86.573054,47149040200,POINT (-86.573054 35.998342),61273,"Nashville-Davidson, TN",U,1460063732.0
980,35.933935,-86.496601,47149040302,POINT (-86.496601 35.933935),61273,"Nashville-Davidson, TN",U,1460063732.0
981,35.964211999999996,-86.514198,47149040303,POINT (-86.51419799999999 35.964212),61273,"Nashville-Davidson, TN",U,1460063732.0
982,35.974496,-86.52627700000001,47149040304,POINT (-86.52627700000001 35.974496),61273,"Nashville-Davidson, TN",U,1460063732.0
983,35.986261,-86.53165,47149040305,POINT (-86.53165 35.986261),61273,"Nashville-Davidson, TN",U,1460063732.0
984,35.979724,-86.560077,47149040306,POINT (-86.56007700000001 35.979724),61273,"Nashville-Davidson, TN",U,1460063732.0
985,35.972826,-86.547569,47149040307,POINT (-86.547569 35.972826),61273,"Nashville-Davidson, TN",U,1460063732.0
986,35.953486,-86.530477,47149040308,POINT (-86.530477 35.953486),61273,"Nashville-Davidson, TN",U,1460063732.0
994,35.918904,-86.553347,47149040806,POINT (-86.553347 35.918904),61273,"Nashville-Davidson, TN",U,1460063732.0
1021,35.986427,-86.505431,47149042200,POINT (-86.505431 35.986427),61273,"Nashville-Davidson, TN",U,1460063732.0
1022,35.92901,-86.47776999999999,47149042300,POINT (-86.47776999999999 35.92901),61273,"Nashville-Davidson, TN",U,1460063732.0
1332,36.459087,-86.633567,47165020406,POINT (-86.633567 36.459087),61273,"Nashville-Davidson, TN",U,1460063732.0
1340,36.391958,-86.43301,47165020700,POINT (-86.43301 36.391958),61273,"Nashville-Davidson, TN",U,1460063732.0
1341,36.397873,-86.455058,47165020800,POINT (-86.45505799999999 36.397873),61273,"Nashville-Davidson, TN",U,1460063732.0
1343,36.372779,-86.44368399999999,47165020902,POINT (-86.44368399999999 36.372779),61273,"Nashville-Davidson, TN",U,1460063732.0
1344,36.363471000000004,-86.465863,47165020903,POINT (-86.465863 36.363471),61273,"Nashville-Davidson, TN",U,1460063732.0
1345,36.331644,-86.662187,47165021002,POINT (-86.662187 36.331644),61273,"Nashville-Davidson, TN",U,1460063732.0
1346,36.378797,-86.718549,47165021004,POINT (-86.718549 36.378797),61273,"Nashville-Davidson, TN",U,1460063732.0
1347,36.363493,-86.684758,47165021005,POINT (-86.684758 36.363493),61273,"Nashville-Davidson, TN",U,1460063732.0
1350,36.343654,-86.56522700000001,47165021008,POINT (-86.56522700000001 36.343654),61273,"Nashville-Davidson, TN",U,1460063732.0
1351,36.330177,-86.609147,47165021009,POINT (-86.60914699999999 36.330177),61273,"Nashville-Davidson, TN",U,1460063732.0
1352,36.265357,-86.62039200000001,47165021103,POINT (-86.62039200000001 36.265357),61273,"Nashville-Davidson, TN",U,1460063732.0
1353,36.314415999999994,-86.619025,47165021104,POINT (-86.61902499999999 36.31441599999999),61273,"Nashville-Davidson, TN",U,1460063732.0
1354,36.316688,-86.638947,47165021105,POINT (-86.638947 36.316688),61273,"Nashville-Davidson, TN",U,1460063732.0
1355,36.295167,-86.629059,47165021106,POINT (-86.629059 36.295167),61273,"Nashville-Davidson, TN",U,1460063732.0
1356,36.285609,-86.61386999999999,47165021107,POINT (-86.61386999999999 36.285609),61273,"Nashville-Davidson, TN",U,1460063732.0
1357,36.278161,-86.586616,47165021201,POINT (-86.58661600000001 36.278161),61273,"Nashville-Davidson, TN",U,1460063732.0
1358,36.322632,-86.52036899999999,47165021203,POINT (-86.52036899999999 36.322632),61273,"Nashville-Davidson, TN",U,1460063732.0
1359,36.309732000000004,-86.57379499999999,47165021204,POINT (-86.57379499999999 36.309732),61273,"Nashville-Davidson, TN",U,1460063732.0
1360,36.307283,-86.59379100000001,47165021205,POINT (-86.59379100000001 36.307283),61273,"Nashville-Davidson, TN",U,1460063732.0
1440,35.960808,-86.657782,47187050102,POINT (-86.657782 35.960808),61273,"Nashville-Davidson, TN",U,1460063732.0
1442,36.007684999999995,-86.76680400000001,47187050203,POINT (-86.76680400000001 36.007685),61273,"Nashville-Davidson, TN",U,1460063732.0
1443,35.997778000000004,-86.722828,47187050204,POINT (-86.72282800000001 35.997778),61273,"Nashville-Davidson, TN",U,1460063732.0
1444,35.979031,-86.791315,47187050205,POINT (-86.791315 35.979031),61273,"Nashville-Davidson, TN",U,1460063732.0
1445,35.980578,-86.76519499999999,47187050206,POINT (-86.76519499999999 35.980578),61273,"Nashville-Davidson, TN",U,1460063732.0
1446,35.968108,-86.745846,47187050207,POINT (-86.745846 35.968108),61273,"Nashville-Davidson, TN",U,1460063732.0
1447,35.9491,-86.793111,47187050208,POINT (-86.793111 35.9491),61273,"Nashville-Davidson, TN",U,1460063732.0
1448,36.027665999999996,-86.83068399999999,47187050303,POINT (-86.83068399999999 36.027666),61273,"Nashville-Davidson, TN",U,1460063732.0
1449,36.024618,-86.806667,47187050304,POINT (-86.806667 36.024618),61273,"Nashville-Davidson, TN",U,1460063732.0
1450,36.000987,-86.81955400000001,47187050305,POINT (-86.81955400000001 36.000987),61273,"Nashville-Davidson, TN",U,1460063732.0
1451,35.981536,-86.81235799999999,47187050306,POINT (-86.81235799999999 35.981536),61273,"Nashville-Davidson, TN",U,1460063732.0
1452,35.964109,-86.82855500000001,47187050307,POINT (-86.82855500000001 35.964109),61273,"Nashville-Davidson, TN",U,1460063732.0
1454,36.032006,-86.887411,47187050404,POINT (-86.887411 36.032006),61273,"Nashville-Davidson, TN",U,1460063732.0
1460,35.93548,-86.889154,47187050601,POINT (-86.889154 35.93548),61273,"Nashville-Davidson, TN",U,1460063732.0
1461,35.917390000000005,-86.91178599999999,47187050602,POINT (-86.91178599999999 35.91739),61273,"Nashville-Davidson, TN",U,1460063732.0
1462,35.96751,-86.893085,47187050701,POINT (-86.893085 35.96751),61273,"Nashville-Davidson, TN",U,1460063732.0
1463,35.957008,-86.87445799999999,47187050702,POINT (-86.87445799999999 35.957008),61273,"Nashville-Davidson, TN",U,1460063732.0
1464,35.915902,-86.882752,47187050800,POINT (-86.882752 35.915902),61273,"Nashville-Davidson, TN",U,1460063732.0
1465,35.932427000000004,-86.846544,47187050904,POINT (-86.84654399999999 35.932427),61273,"Nashville-Davidson, TN",U,1460063732.0
1466,35.927251,-86.831142,47187050905,POINT (-86.831142 35.927251),61273,"Nashville-Davidson, TN",U,1460063732.0
1467,35.900405,-86.85776800000001,47187050906,POINT (-86.85776800000001 35.900405),61273,"Nashville-Davidson, TN",U,1460063732.0
1468,35.903254,-86.837742,47187050907,POINT (-86.83774200000001 35.903254),61273,"Nashville-Davidson, TN",U,1460063732.0
1469,35.881896999999995,-86.856398,47187050908,POINT (-86.856398 35.881897),61273,"Nashville-Davidson, TN",U,1460063732.0
1472,35.882306,-86.809347,47187051002,POINT (-86.809347 35.882306),61273,"Nashville-Davidson, TN",U,1460063732.0
1481,36.276361,-86.545406,47189030303,POINT (-86.545406 36.276361),61273,"Nashville-Davidson, TN",U,1460063732.0
1482,36.243868,-86.540347,47189030304,POINT (-86.540347 36.243868),61273,"Nashville-Davidson, TN",U,1460063732.0
1483,36.232209999999995,-86.578683,47189030305,POINT (-86.578683 36.23220999999999),61273,"Nashville-Davidson, TN",U,1460063732.0
1484,36.186971,-86.538421,47189030307,POINT (-86.538421 36.186971),61273,"Nashville-Davidson, TN",U,1460063732.0
1485,36.208729999999996,-86.566583,47189030308,POINT (-86.56658299999999 36.20873),61273,"Nashville-Davidson, TN",U,1460063732.0
1486,36.213493,-86.522015,47189030309,POINT (-86.522015 36.213493),61273,"Nashville-Davidson, TN",U,1460063732.0
351,35.956784999999996,-85.817233,47041920200,POINT (-85.817233 35.956785),82603,"Smithville, TN",C,8268357.0
359,36.097574,-87.392016,47043060502,POINT (-87.392016 36.097574),24121,"Dickson, TN",C,44503207.0
364,36.047044,-89.396665,47045964200,POINT (-89.396665 36.047044),25309,"Dyersburg, TN",C,42480625.0
365,36.048707,-89.36731999999999,47045964300,POINT (-89.36731999999999 36.048707),25309,"Dyersburg, TN",C,42480625.0
366,36.025822,-89.382627,47045964400,POINT (-89.382627 36.025822),25309,"Dyersburg, TN",C,42480625.0
375,35.222598,-89.50115799999999,47047060404,POINT (-89.50115799999999 35.222598),64475,"Oakland, TN",C,18594981.0
390,35.202619,-86.11804599999999,47051960400,POINT (-86.11804599999999 35.202619),96076,"Winchester, TN",C,40005374.0
391,35.180488000000004,-86.098391,47051960500,POINT (-86.09839100000001 35.180488),96076,"Winchester, TN",C,40005374.0
396,36.064935999999996,-88.991224,47053966200,POINT (-88.991224 36.064936),25282,"Dyer, TN",C,6545649.0
399,35.905112,-88.766285,47053966500,POINT (-88.766285 35.905112),57115,"Milan, TN",C,13689975.0
401,35.958249,-88.944875,47053966700,POINT (-88.944875 35.958249),88489,"Trenton, TN",C,5839821.0
403,35.830298,-88.92608299999999,47053966900,POINT (-88.92608299999999 35.830298),40645,"Humboldt, TN",C,15491179.0
404,35.829176000000004,-88.897763,47053967000,POINT (-88.897763 35.829176),40645,"Humboldt, TN",C,15491179.0
812,35.775694,-88.84961899999999,47113001608,POINT (-88.84961899999999 35.775694),40645,"Humboldt, TN",C,15491179.0
423,36.180465000000005,-82.755279,47059090200,POINT (-82.755279 36.18046500000001),34894,"Greeneville, TN",C,68096359.0
424,36.167056,-82.786361,47059090300,POINT (-82.786361 36.167056),34894,"Greeneville, TN",C,68096359.0
425,36.156040999999995,-82.81251800000001,47059090400,POINT (-82.81251800000001 36.15604099999999),34894,"Greeneville, TN",C,68096359.0
426,36.132033,-82.85101,47059090500,POINT (-82.85101 36.132033),34894,"Greeneville, TN",C,68096359.0
430,36.233618,-82.692386,47059090900,POINT (-82.692386 36.233618),34894,"Greeneville, TN",C,68096359.0
441,36.233101,-83.281935,47063100100,POINT (-83.281935 36.233101),59410,"Morristown, TN",U,155096086.0
442,36.210564,-83.276376,47063100200,POINT (-83.276376 36.210564),59410,"Morristown, TN",U,155096086.0
443,36.202207,-83.295216,47063100300,POINT (-83.295216 36.202207),59410,"Morristown, TN",U,155096086.0
444,36.223339,-83.304535,47063100400,POINT (-83.304535 36.223339),59410,"Morristown, TN",U,155096086.0
446,36.257969,-83.24051899999999,47063100600,POINT (-83.24051899999999 36.257969),59410,"Morristown, TN",U,155096086.0
449,36.202227,-83.354672,47063100900,POINT (-83.35467199999999 36.202227),59410,"Morristown, TN",U,155096086.0
451,36.168904,-83.41582700000001,47063101100,POINT (-83.41582700000001 36.168904),59410,"Morristown, TN",U,155096086.0
452,36.197764,-83.390953,47063101200,POINT (-83.390953 36.197764),59410,"Morristown, TN",U,155096086.0
603,36.128336,-83.49218,47089070300,POINT (-83.49218 36.128336),59410,"Morristown, TN",U,155096086.0
453,35.046976,-85.270997,47065000400,POINT (-85.27099699999999 35.046976),15832,"Chattanooga, TN--GA",U,777204811.0
454,35.065714,-85.299308,47065000600,POINT (-85.299308 35.065714),15832,"Chattanooga, TN--GA",U,777204811.0
455,35.076494,-85.293613,47065000700,POINT (-85.29361299999999 35.076494),15832,"Chattanooga, TN--GA",U,777204811.0
456,35.069399,-85.312212,47065000800,POINT (-85.312212 35.069399),15832,"Chattanooga, TN--GA",U,777204811.0
457,35.037772,-85.278575,47065001100,POINT (-85.278575 35.037772),15832,"Chattanooga, TN--GA",U,777204811.0
458,35.041641,-85.260276,47065001200,POINT (-85.260276 35.041641),15832,"Chattanooga, TN--GA",U,777204811.0
459,35.027854999999995,-85.270064,47065001300,POINT (-85.270064 35.027855),15832,"Chattanooga, TN--GA",U,777204811.0
460,35.030551,-85.281183,47065001400,POINT (-85.281183 35.030551),15832,"Chattanooga, TN--GA",U,777204811.0
461,35.044239000000005,-85.318085,47065001600,POINT (-85.318085 35.044239),15832,"Chattanooga, TN--GA",U,777204811.0
462,34.997203000000006,-85.330215,47065001800,POINT (-85.330215 34.99720300000001),15832,"Chattanooga, TN--GA",U,777204811.0
463,35.000253,-85.313994,47065001900,POINT (-85.31399399999999 35.000253),15832,"Chattanooga, TN--GA",U,777204811.0
464,35.031351,-85.308422,47065002000,POINT (-85.30842199999999 35.031351),15832,"Chattanooga, TN--GA",U,777204811.0
465,35.003821,-85.29612,47065002300,POINT (-85.29612 35.003821),15832,"Chattanooga, TN--GA",U,777204811.0
466,34.995187,-85.283835,47065002400,POINT (-85.283835 34.995187),15832,"Chattanooga, TN--GA",U,777204811.0
467,35.009837,-85.28015,47065002500,POINT (-85.28015000000001 35.009837),15832,"Chattanooga, TN--GA",U,777204811.0
468,35.022359,-85.279916,47065002600,POINT (-85.279916 35.022359),15832,"Chattanooga, TN--GA",U,777204811.0
469,35.017652000000005,-85.245887,47065002800,POINT (-85.245887 35.01765200000001),15832,"Chattanooga, TN--GA",U,777204811.0
470,35.025641,-85.243178,47065002900,POINT (-85.243178 35.025641),15832,"Chattanooga, TN--GA",U,777204811.0
471,35.010284000000006,-85.22284300000001,47065003000,POINT (-85.22284300000001 35.01028400000001),15832,"Chattanooga, TN--GA",U,777204811.0
472,35.048302,-85.30831500000001,47065003100,POINT (-85.30831500000001 35.048302),15832,"Chattanooga, TN--GA",U,777204811.0
473,35.046118,-85.241879,47065003200,POINT (-85.241879 35.046118),15832,"Chattanooga, TN--GA",U,777204811.0
474,35.03004,-85.229483,47065003300,POINT (-85.229483 35.03004),15832,"Chattanooga, TN--GA",U,777204811.0
475,35.02111,-85.189989,47065003400,POINT (-85.189989 35.02111),15832,"Chattanooga, TN--GA",U,777204811.0
481,35.215385999999995,-85.16425600000001,47065010303,POINT (-85.16425600000001 35.215386),15832,"Chattanooga, TN--GA",U,777204811.0
482,35.213879999999996,-85.13166600000001,47065010304,POINT (-85.13166600000001 35.21388),15832,"Chattanooga, TN--GA",U,777204811.0
484,35.240297999999996,-85.171697,47065010306,POINT (-85.17169699999999 35.240298),15832,"Chattanooga, TN--GA",U,777204811.0
486,35.183215999999994,-85.20604499999999,47065010411,POINT (-85.20604499999999 35.18321599999999),15832,"Chattanooga, TN--GA",U,777204811.0
487,35.199058,-85.185625,47065010412,POINT (-85.185625 35.199058),15832,"Chattanooga, TN--GA",U,777204811.0
488,35.166245,-85.169946,47065010413,POINT (-85.169946 35.166245),15832,"Chattanooga, TN--GA",U,777204811.0
490,35.127866999999995,-85.208425,47065010432,POINT (-85.20842500000001 35.12786699999999),15832,"Chattanooga, TN--GA",U,777204811.0
491,35.12829,-85.254372,47065010433,POINT (-85.254372 35.12829),15832,"Chattanooga, TN--GA",U,777204811.0
492,35.200662,-85.249187,47065010434,POINT (-85.24918700000001 35.200662),15832,"Chattanooga, TN--GA",U,777204811.0
493,35.157548999999996,-85.261844,47065010435,POINT (-85.261844 35.157549),15832,"Chattanooga, TN--GA",U,777204811.0
494,35.118958,-85.269362,47065010501,POINT (-85.269362 35.118958),15832,"Chattanooga, TN--GA",U,777204811.0
495,35.09685,-85.284863,47065010502,POINT (-85.284863 35.09685),15832,"Chattanooga, TN--GA",U,777204811.0
496,35.131481,-85.28178299999999,47065010600,POINT (-85.28178299999999 35.131481),15832,"Chattanooga, TN--GA",U,777204811.0
497,35.099431,-85.29914699999999,47065010700,POINT (-85.29914699999999 35.099431),15832,"Chattanooga, TN--GA",U,777204811.0
498,35.102160999999995,-85.306483,47065010800,POINT (-85.306483 35.102161),15832,"Chattanooga, TN--GA",U,777204811.0
499,35.071441,-85.328423,47065010901,POINT (-85.328423 35.071441),15832,"Chattanooga, TN--GA",U,777204811.0
500,35.107809,-85.341398,47065010902,POINT (-85.341398 35.107809),15832,"Chattanooga, TN--GA",U,777204811.0
501,35.118945000000004,-85.314194,47065010903,POINT (-85.314194 35.118945),15832,"Chattanooga, TN--GA",U,777204811.0
503,35.172346000000005,-85.322662,47065011002,POINT (-85.32266199999999 35.172346),15832,"Chattanooga, TN--GA",U,777204811.0
504,35.129163,-85.345564,47065011100,POINT (-85.345564 35.129163),15832,"Chattanooga, TN--GA",U,777204811.0
505,35.113944000000004,-85.05233100000001,47065011201,POINT (-85.05233100000001 35.113944),15832,"Chattanooga, TN--GA",U,777204811.0
506,35.029078999999996,-85.058412,47065011203,POINT (-85.058412 35.029079),15832,"Chattanooga, TN--GA",U,777204811.0
507,35.040131,-85.01996700000001,47065011204,POINT (-85.01996700000001 35.040131),15832,"Chattanooga, TN--GA",U,777204811.0
508,35.057334000000004,-85.1067,47065011311,POINT (-85.1067 35.057334),15832,"Chattanooga, TN--GA",U,777204811.0
509,35.035503000000006,-85.096274,47065011314,POINT (-85.09627399999999 35.03550300000001),15832,"Chattanooga, TN--GA",U,777204811.0
510,35.022545,-85.140887,47065011321,POINT (-85.14088700000001 35.022545),15832,"Chattanooga, TN--GA",U,777204811.0
511,35.033549,-85.127738,47065011323,POINT (-85.12773799999999 35.033549),15832,"Chattanooga, TN--GA",U,777204811.0
512,35.013665,-85.104863,47065011324,POINT (-85.10486299999999 35.013665),15832,"Chattanooga, TN--GA",U,777204811.0
513,34.994189,-85.121751,47065011325,POINT (-85.121751 34.994189),15832,"Chattanooga, TN--GA",U,777204811.0
514,35.000439,-85.15738499999999,47065011326,POINT (-85.15738499999999 35.000439),15832,"Chattanooga, TN--GA",U,777204811.0
515,35.082382,-85.181973,47065011402,POINT (-85.181973 35.082382),15832,"Chattanooga, TN--GA",U,777204811.0
516,35.092932,-85.19599000000001,47065011411,POINT (-85.19599000000001 35.092932),15832,"Chattanooga, TN--GA",U,777204811.0
517,35.12082,-85.144894,47065011413,POINT (-85.14489399999999 35.12082),15832,"Chattanooga, TN--GA",U,777204811.0
518,34.996507,-85.188569,47065011442,POINT (-85.188569 34.996507),15832,"Chattanooga, TN--GA",U,777204811.0
519,35.057951,-85.15964,47065011443,POINT (-85.15964 35.057951),15832,"Chattanooga, TN--GA",U,777204811.0
520,35.061008,-85.22185999999999,47065011444,POINT (-85.22185999999999 35.061008),15832,"Chattanooga, TN--GA",U,777204811.0
521,35.041965000000005,-85.178262,47065011445,POINT (-85.178262 35.041965),15832,"Chattanooga, TN--GA",U,777204811.0
522,35.017996999999994,-85.169579,47065011446,POINT (-85.169579 35.01799699999999),15832,"Chattanooga, TN--GA",U,777204811.0
523,35.111514,-85.09344200000001,47065011447,POINT (-85.09344200000001 35.111514),15832,"Chattanooga, TN--GA",U,777204811.0
524,34.992788,-85.223889,47065011600,POINT (-85.223889 34.992788),15832,"Chattanooga, TN--GA",U,777204811.0
525,35.004478999999996,-85.246086,47065011700,POINT (-85.24608600000001 35.004479),15832,"Chattanooga, TN--GA",U,777204811.0
526,34.993039,-85.257531,47065011800,POINT (-85.257531 34.993039),15832,"Chattanooga, TN--GA",U,777204811.0
527,35.012668,-85.25971,47065011900,POINT (-85.25971 35.012668),15832,"Chattanooga, TN--GA",U,777204811.0
528,34.995375,-85.35036099999999,47065012000,POINT (-85.35036099999999 34.995375),15832,"Chattanooga, TN--GA",U,777204811.0
530,35.057503999999994,-85.26039899999999,47065012200,POINT (-85.26039899999999 35.05750399999999),15832,"Chattanooga, TN--GA",U,777204811.0
531,35.073575,-85.24365,47065012300,POINT (-85.24365 35.073575),15832,"Chattanooga, TN--GA",U,777204811.0
532,35.044748,-85.298723,47065012400,POINT (-85.298723 35.044748),15832,"Chattanooga, TN--GA",U,777204811.0
533,35.031263,-85.19566400000001,47065980100,POINT (-85.19566400000001 35.031263),15832,"Chattanooga, TN--GA",U,777204811.0
545,35.243477,-88.23198000000001,47071920300,POINT (-88.23198000000001 35.243477),79822,"Savannah, TN",C,20157455.0
546,35.211193,-88.23469200000001,47071920400,POINT (-88.23469200000001 35.211193),79822,"Savannah, TN",C,20157455.0
551,36.401303999999996,-83.016475,47073050301,POINT (-83.016475 36.401304),76069,"Rogersville, TN",C,15587307.0
552,36.409778,-82.979762,47073050302,POINT (-82.97976199999999 36.409778),76069,"Rogersville, TN",C,15587307.0
555,36.524929,-82.75450699999999,47073050502,POINT (-82.75450699999999 36.524929),45235,"Kingsport, TN--VA",U,294368717.0
556,36.526666,-82.699394,47073050503,POINT (-82.699394 36.526666),45235,"Kingsport, TN--VA",U,294368717.0
558,36.551029,-82.655541,47073050602,POINT (-82.655541 36.551029),45235,"Kingsport, TN--VA",U,294368717.0
1280,36.543791999999996,-82.551151,47163040200,POINT (-82.551151 36.543792),45235,"Kingsport, TN--VA",U,294368717.0
1281,36.535470000000004,-82.538311,47163040300,POINT (-82.53831099999999 36.53547),45235,"Kingsport, TN--VA",U,294368717.0
1282,36.564325,-82.575141,47163040500,POINT (-82.575141 36.564325),45235,"Kingsport, TN--VA",U,294368717.0
1283,36.555172999999996,-82.550924,47163040600,POINT (-82.55092399999999 36.555173),45235,"Kingsport, TN--VA",U,294368717.0
1284,36.548764,-82.531712,47163040700,POINT (-82.531712 36.548764),45235,"Kingsport, TN--VA",U,294368717.0
1285,36.533549,-82.517939,47163040800,POINT (-82.517939 36.533549),45235,"Kingsport, TN--VA",U,294368717.0
1286,36.532509999999995,-82.497742,47163040900,POINT (-82.497742 36.53250999999999),45235,"Kingsport, TN--VA",U,294368717.0
1287,36.50258,-82.487388,47163041000,POINT (-82.487388 36.50258),45235,"Kingsport, TN--VA",U,294368717.0
1288,36.519796,-82.522452,47163041100,POINT (-82.522452 36.519796),45235,"Kingsport, TN--VA",U,294368717.0
1289,36.47729,-82.517667,47163041200,POINT (-82.517667 36.47729),45235,"Kingsport, TN--VA",U,294368717.0
1292,36.538826,-82.597633,47163041500,POINT (-82.597633 36.538826),45235,"Kingsport, TN--VA",U,294368717.0
1293,36.560586,-82.59203199999999,47163041600,POINT (-82.59203199999999 36.560586),45235,"Kingsport, TN--VA",U,294368717.0
1294,36.581674,-82.582442,47163041700,POINT (-82.582442 36.581674),45235,"Kingsport, TN--VA",U,294368717.0
1295,36.573912,-82.555673,47163041800,POINT (-82.555673 36.573912),45235,"Kingsport, TN--VA",U,294368717.0
1296,36.579688,-82.527592,47163041900,POINT (-82.527592 36.579688),45235,"Kingsport, TN--VA",U,294368717.0
1298,36.566134000000005,-82.48953399999999,47163042100,POINT (-82.48953399999999 36.56613400000001),45235,"Kingsport, TN--VA",U,294368717.0
1300,36.534584,-82.447875,47163042300,POINT (-82.447875 36.534584),45235,"Kingsport, TN--VA",U,294368717.0
1318,36.453773,-82.487258,47163043600,POINT (-82.487258 36.453773),45235,"Kingsport, TN--VA",U,294368717.0
1409,36.41855,-82.47179399999999,47179061500,POINT (-82.47179399999999 36.41855),45235,"Kingsport, TN--VA",U,294368717.0
564,35.605959000000006,-89.274417,47075930301,POINT (-89.274417 35.60595900000001),10945,"Brownsville, TN",C,14750160.0
565,35.600829,-89.250327,47075930302,POINT (-89.250327 35.600829),10945,"Brownsville, TN",C,14750160.0
566,35.579822,-89.26094599999999,47075930400,POINT (-89.26094599999999 35.579822),10945,"Brownsville, TN",C,14750160.0
577,36.303046,-88.339461,47079969300,POINT (-88.339461 36.303046),67537,"Paris, TN",C,26084184.0
578,36.299677,-88.320123,47079969400,POINT (-88.320123 36.299677),67537,"Paris, TN",C,26084184.0
579,36.296034000000006,-88.296918,47079969500,POINT (-88.29691800000001 36.29603400000001),67537,"Paris, TN",C,26084184.0
580,36.305673,-88.28643100000001,47079969600,POINT (-88.28643100000001 36.305673),67537,"Paris, TN",C,26084184.0
594,36.086551,-87.787407,47085130300,POINT (-87.787407 36.086551),93106,"Waverly, TN",C,9823246.0
605,36.055837,-83.63802,47089070500,POINT (-83.63802 36.055837),85208,"Strawberry Plains, TN",C,14419809.0
607,36.027193,-83.41029300000001,47089070700,POINT (-83.41029300000001 36.027193),22110,"Dandridge, TN",C,22639354.0
734,35.740210999999995,-89.543699,47097050504,POINT (-89.543699 35.740211),75151,"Ripley, TN",C,24274824.0
735,35.737553000000005,-89.526062,47097050505,POINT (-89.526062 35.73755300000001),75151,"Ripley, TN",C,24274824.0
750,35.553152000000004,-87.560406,47101970200,POINT (-87.560406 35.553152),39268,"Hohenwald, TN",C,9686356.0
771,35.5124,-84.55389100000001,47107970102,POINT (-84.55389100000001 35.5124),03709,"Athens, TN",C,38397480.0
772,35.451753000000004,-84.619349,47107970200,POINT (-84.619349 35.451753),03709,"Athens, TN",C,38397480.0
773,35.455447,-84.59101899999999,47107970300,POINT (-84.59101899999999 35.455447),03709,"Athens, TN",C,38397480.0
